URL,Name,Description,Products,Featured,New Exhibitor,Sponsoring,Verified Description,Number of Employees,Market Cap,Other Useful Information,Accuracy Note
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Accenture,"Accenture is a leading solutions and global professional services company that helps the world’s leading enterprises reinvent by building their digital core and unleashing the power of AI to create value at speed across the enterprise, bringing together the talent of our approximately 779,000 people, our proprietary assets and platforms, and deep ecosystem relationships. Our strategy is to be the reinvention partner of choice for our clients and to be the most AI-enabled, client-focused, great place to work in the world.",Not provided,No,No,No,"Accenture is a leading solutions and global professional services company that helps the world’s leading enterprises reinvent by building their digital core and unleashing the power of AI to create value at speed across the enterprise, bringing together the talent of our approximately 779,000 people, our proprietary assets and platforms, and deep ecosystem relationships. Our strategy is to be the reinvention partner of choice for our clients and to be the most AI-enabled, client-focused, great place to work in the world.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,AccuFleet Testing,"AccuFleet is the premier fire safety testing facility for aviation.  We perform large scale testing to certify aircraft seats, cargo compartments, fuselage insulation and magnesium for use in the cabin.  We also perform smaller safety tests, such as smoke density, radiant panel, rate of heat release, Bunsen burner and lithium ion battery testing in accordance with the proposed G-27 standard.",Not provided,No,No,No,"AccuFleet is the premier fire safety testing facility for aviation.  We perform large scale testing to certify aircraft seats, cargo compartments, fuselage insulation and magnesium for use in the cabin.  We also perform smaller safety tests, such as smoke density, radiant panel, rate of heat release, Bunsen burner and lithium ion battery testing in accordance with the proposed G-27 standard.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,ACH,"Mastering perfectly the manufacturing processes, ACH leans on its expertise in upholstery to turn comfort into an absolute priority. His huge experience in business jets arrangement shapes every day its requirements. Each project is a unique achievement. The ACH core business is the interior arrangement. We are able to manufacture and maintain all cabin equipments on airplanes and helicopter. ACH handles programs in partnership with aerospace interiors designers, from the development of prototypes to the manufacturing of the final product installed in the cabin.","Finishing, Flooring, Repairs & Restoration, Seating, BizJet Refurbishment",No,No,No,"Mastering perfectly the manufacturing processes, ACH leans on its expertise in upholstery to turn comfort into an absolute priority. His huge experience in business jets arrangement shapes every day its requirements. Each project is a unique achievement. The ACH core business is the interior arrangement. We are able to manufacture and maintain all cabin equipments on airplanes and helicopter. ACH handles programs in partnership with aerospace interiors designers, from the development of prototypes to the manufacturing of the final product installed in the cabin.",,,"Products: Finishing, Flooring, Repairs & Restoration, Seating, BizJet Refurbishment",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,ACI Ltd,"Airline Components International (ACI) are a UK based design, certification, manufacture and repair organisation for CABIN, COCKPIT & CARGO BAY INTERIOR PROJECTS. ACI maintains UK CAA Part 21J & GCAA Part 21J (Design), UK CAA Part 21G (Production), UK CAA Part 145 (Repair) and AS9100 approvals. Since 1987 ACI has supplied cost savings, high quality products, innovative solutions and on-time delivery. ACI offer a unique combination of design, certification, manufacture and repair, in addition to a catalogue of 10,000+ interior, seat and galley products as alternatives to OEM supply.","Design Studios, Finishing, Galleys & Galley Equipment, Lighting/LED, Plastics, Plastic Mouldings, Repairs & Restoration, Seating, Signage & Placards, Certification Services",No,No,No,"Airline Components International (ACI) are a UK based design, certification, manufacture and repair organisation for CABIN, COCKPIT & CARGO BAY INTERIOR PROJECTS. ACI maintains UK CAA Part 21J & GCAA Part 21J (Design), UK CAA Part 21G (Production), UK CAA Part 145 (Repair) and AS9100 approvals. Since 1987 ACI has supplied cost savings, high quality products, innovative solutions and on-time delivery. ACI offer a unique combination of design, certification, manufacture and repair, in addition to a catalogue of 10,000+ interior, seat and galley products as alternatives to OEM supply.",,,"Products: Design Studios, Finishing, Galleys & Galley Equipment, Lighting/LED, Plastics, Plastic Mouldings, Repairs & Restoration, Seating, Signage & Placards, Certification Services",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,ACM GmbH Aircraft Cabin Modification,"ACM is a high technology manufacturer of Cargo Nets, Pallet Nets, Lap Belts, Smart Belts, Human Monitoring System, Active Noise Cancelling, Cabin Linings,
Cabin Refurbishment, Carpets, Crew Rest Interior, Seat Covers, Seat Parts, and the whole range of Cabin Soft Furnishing.
The company manufactures worldwide in three production facilities.
ACM maintains an extensive Engineering, Design, Research and Development Team. As a result ACM enjoys a very strong patent position worldwide.
ACM also got the reputation of having done innovative developments of smart products and connected cabin products.",Not provided,No,No,No,"ACM is a high technology manufacturer of Cargo Nets, Pallet Nets, Lap Belts, Smart Belts, Human Monitoring System, Active Noise Cancelling, Cabin Linings,
Cabin Refurbishment, Carpets, Crew Rest Interior, Seat Covers, Seat Parts, and the whole range of Cabin Soft Furnishing.
The company manufactures worldwide in three production facilities.
ACM maintains an extensive Engineering, Design, Research and Development Team. As a result ACM enjoys a very strong patent position worldwide.
ACM also got the reputation of having done innovative developments of smart products and connected cabin products.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,ACR Electronics Inc.,"ACR Electronics, Inc. is the leading development center for emergency beacons that are designed with one purpose: to save lives.  ACR’s management team is active in many industry committees and working groups, and ARTEX branded ELTs supports more OEM positions than its competitors combined.  As a leader in innovation, ACR ARTEX is the first company to certify a transport grade alkaline powered 406 MHz beacon in response to industry needs.  ACR’s ability to provide rapid development and certification of complex systems has been refined through hundreds of successful programs over its 60-year hi","Safety, Emergency & Security",No,No,No,"ACR Electronics, Inc. is the leading development center for emergency beacons that are designed with one purpose: to save lives.  ACR’s management team is active in many industry committees and working groups, and ARTEX branded ELTs supports more OEM positions than its competitors combined.  As a leader in innovation, ACR ARTEX is the first company to certify a transport grade alkaline powered 406 MHz beacon in response to industry needs.  ACR’s ability to provide rapid development and certification of complex systems has been refined through hundreds of successful programs over its 60-year hi",,,"Products: Safety, Emergency & Security",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Acro Aircraft Seating Ltd,"Acro Aircraft Seating stands at the forefront of the aviation industry as a premier manufacturer of passenger seats for commercial airlines worldwide.

Established in 2006, our company swiftly earned renown for crafting cutting-edge seating solutions that marry durability with lightweight design, ensuring ease of maintenance without compromising on passenger comfort or spaciousness. A fresh approach to problem-solving and short lead times cemented our reputation as a stand-out player in the global marketplace.",Seating,No,No,No,"Acro Aircraft Seating stands at the forefront of the aviation industry as a premier manufacturer of passenger seats for commercial airlines worldwide.

Established in 2006, our company swiftly earned renown for crafting cutting-edge seating solutions that marry durability with lightweight design, ensuring ease of maintenance without compromising on passenger comfort or spaciousness. A fresh approach to problem-solving and short lead times cemented our reputation as a stand-out player in the global marketplace.",,,Products: Seating,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,AD Aerospace,"AD Aerospace are pioneers of aircraft video surveillance technology with a brand new 4K UHD vision system with AI functionality - come and see a live demo!

We are existing suppliers to Boeing, Airbus, COMAC and Leonardo as well as airlines and lessors globally.","AI/ Machine Learning, IFEC Hardware, Safety, Emergency & Security, BizJet Interior Design, Connectivity/Communications",No,No,No,"AD Aerospace are pioneers of aircraft video surveillance technology with a brand new 4K UHD vision system with AI functionality - come and see a live demo!

We are existing suppliers to Boeing, Airbus, COMAC and Leonardo as well as airlines and lessors globally.",,,"Products: AI/ Machine Learning, IFEC Hardware, Safety, Emergency & Security, BizJet Interior Design, Connectivity/Communications",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,AD'OCC Invest & Trade Occitanie,"AD'OCC is the Regional Economic Development Agency of the Occitanie region. We offer free consulting for your corporate location or partnership projects in Southern France.
For 25 years, we have been assisting aeronautical companies wishing to set up and grow in the Occitanie region. Toulouse and Montpellier are the capital cities.
Come and discuss your development plans! 
Explore innovative services from 30+solution providers from the Occitanie region, leading European region for aircraft interiors activities.",Not provided,No,No,No,"AD'OCC is the Regional Economic Development Agency of the Occitanie region. We offer free consulting for your corporate location or partnership projects in Southern France.
For 25 years, we have been assisting aeronautical companies wishing to set up and grow in the Occitanie region. Toulouse and Montpellier are the capital cities.
Come and discuss your development plans! 
Explore innovative services from 30+solution providers from the Occitanie region, leading European region for aircraft interiors activities.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Adams Rite Aerospace Inc,"Adams Rite Aerospace is market leader in Cockpit Doors Security Systems and Lavatories’ Equipment - constantly innovating to keep breaking new ground. 

This year we have certified a brand new suite of Touchfree™ lavatory products, setting the benchmark in terms of weight, reliability, simplicity and passenger experience. 

Ever since our founding, the applications for our precision engineered products have expanded dramatically. However, one tradition has remained unchanged and that is Adams Rite Aerospace’s commitment to analyze customer’s unique needs to deliver the most reliable product.","Cockpit Doors, Connectors, Fasteners, Food Services Equipment, Galleys & Galley Equipment, Hardware, Lavatory & Waste Equipment, Overhead Storage, Repairs & Restoration, Safety, Emergency & Security",No,No,No,"Adams Rite Aerospace is market leader in Cockpit Doors Security Systems and Lavatories’ Equipment - constantly innovating to keep breaking new ground. 

This year we have certified a brand new suite of Touchfree™ lavatory products, setting the benchmark in terms of weight, reliability, simplicity and passenger experience. 

Ever since our founding, the applications for our precision engineered products have expanded dramatically. However, one tradition has remained unchanged and that is Adams Rite Aerospace’s commitment to analyze customer’s unique needs to deliver the most reliable product.",,,"Products: Cockpit Doors, Connectors, Fasteners, Food Services Equipment, Galleys & Galley Equipment, Hardware, Lavatory & Waste Equipment, Overhead Storage, Repairs & Restoration, Safety, Emergency & Security",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Adaptive Channel,"we provide newspapers, magazines and solutions to distribute this content to passengers (mobile, lounges, connectivity portals, w-IFE, seatback IFE) and our eReader is available for all IFE solutions (Thales, Panasonic,...)",Not provided,No,No,No,"we provide newspapers, magazines and solutions to distribute this content to passengers (mobile, lounges, connectivity portals, w-IFE, seatback IFE) and our eReader is available for all IFE solutions (Thales, Panasonic,...)",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,ADDEV Materials Aerospace GmbH,"ADDEV Materials is a trusted partner for high-performance chemicals, consumables and specialty materials solutions dedicated to the Aircraft Interiors sector, supporting OEMs, Tier 1 & 2 suppliers, MROs and cabin specialists.Our portfolio addresses key interior needs such as cleaning, protection, maintenance and surface treatment, ensuring optimal passenger environment and operational efficiency.With locations in Europe, North America and Asia, ADDEV Materials is committed to supporting safer, more sustainable and high-performing aircraft interiors worldwide.",Not provided,No,Yes,No,"ADDEV Materials is a trusted partner for high-performance chemicals, consumables and specialty materials solutions dedicated to the Aircraft Interiors sector, supporting OEMs, Tier 1 & 2 suppliers, MROs and cabin specialists.Our portfolio addresses key interior needs such as cleaning, protection, maintenance and surface treatment, ensuring optimal passenger environment and operational efficiency.With locations in Europe, North America and Asia, ADDEV Materials is committed to supporting safer, more sustainable and high-performing aircraft interiors worldwide.",,,New Exhibitor: Yes,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,ADEST Services GmbH,"ADEST provides OSS / FAL Support, Maintenance / Component Overhaul (EASA 145), Product & Spares Support (AS 9100) and Quality Inspection Services.

From our facilities in Hamburg and Toulouse we support at Europe’s main assembly lines: OSS / Reworks, AS9100 certified part handling, buffer storage & delivery support.

Our teams have extensive knowledge & expertise from years of cabin interior / seat support. Our aviation professionals support all the way, from CDR/PDR/FAI, source inspection, onsite representation up to installation and reworks. Global, reliable and on time.","Cockpit Doors, Galleys & Galley Equipment, Overhead Storage, Repairs & Restoration, Seating",No,No,No,"ADEST provides OSS / FAL Support, Maintenance / Component Overhaul (EASA 145), Product & Spares Support (AS 9100) and Quality Inspection Services.

From our facilities in Hamburg and Toulouse we support at Europe’s main assembly lines: OSS / Reworks, AS9100 certified part handling, buffer storage & delivery support.

Our teams have extensive knowledge & expertise from years of cabin interior / seat support. Our aviation professionals support all the way, from CDR/PDR/FAI, source inspection, onsite representation up to installation and reworks. Global, reliable and on time.",,,"Products: Cockpit Doors, Galleys & Galley Equipment, Overhead Storage, Repairs & Restoration, Seating",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Elevate Aircraft Seating,The Elevate product line spans both wide-body and narrow-body seats. Our award winning Ascent business class seat is available in a portfolio of configurations with a generous set of customizable features to meet a wide range of customer needs.,Seating,No,No,No,The Elevate product line spans both wide-body and narrow-body seats. Our award winning Ascent business class seat is available in a portfolio of configurations with a generous set of customizable features to meet a wide range of customer needs.,,,Products: Seating,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Advanced Material Specialty Inc.,"AMSpec can provide aerospace-grade tubing and profiles, ideal for aircraft mechanical parts due to our use of qualified high cleanliness alloys and our renowned proven manufacturing process that results in high product stability.

When a request is received, we will discuss with the customer if there is a better combination of the selected alloy and structure. In order to provide the highest quality products to all of our customers, AMSpec prefers to spend more time identifying requirements, from project discussion to prototyping. Mass production can only begin after samples have been approved","Aircraft Manufacturer, Metals, Seating",No,No,No,"AMSpec can provide aerospace-grade tubing and profiles, ideal for aircraft mechanical parts due to our use of qualified high cleanliness alloys and our renowned proven manufacturing process that results in high product stability.

When a request is received, we will discuss with the customer if there is a better combination of the selected alloy and structure. In order to provide the highest quality products to all of our customers, AMSpec prefers to spend more time identifying requirements, from project discussion to prototyping. Mass production can only begin after samples have been approved",,,"Products: Aircraft Manufacturer, Metals, Seating",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Aero Cabin Solutions,"AERO CABIN SOLUTIONS, a privately owned French company, is specialized in commercial aircraft cabin reconfiguration, passenger seat refurbishing and remarketing. With more than 20 years of experience in maintenance, modification, design, engineering, certification and trading of aircraft cabin equipment, AERO CABIN SOLUTIONS has become a dynamic player in the aircraft interior market, for all aircraft types.",Not provided,No,No,No,"AERO CABIN SOLUTIONS, a privately owned French company, is specialized in commercial aircraft cabin reconfiguration, passenger seat refurbishing and remarketing. With more than 20 years of experience in maintenance, modification, design, engineering, certification and trading of aircraft cabin equipment, AERO CABIN SOLUTIONS has become a dynamic player in the aircraft interior market, for all aircraft types.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,AERO CENTRE,"Aérocentre is the aerospace and defense cluster of the Centre-Val de Loire region. We bring together SMEs, large companies, research centers and public stakeholders to support industrial performance, innovation, skills development and competitiveness, while facilitating collaboration, business opportunities and access to national and international markets.",Not provided,No,No,No,"Aérocentre is the aerospace and defense cluster of the Centre-Val de Loire region. We bring together SMEs, large companies, research centers and public stakeholders to support industrial performance, innovation, skills development and competitiveness, while facilitating collaboration, business opportunities and access to national and international markets.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,"Aero Fastener Co., Inc","At Aero Fastener, we know that timing and accuracy of fastener orders is essential to the aircraft build and repair process.  At our core, we are an experienced distributor of aircraft fasteners with a focus on service and quality.  Every day, every way, Aero Fastener makes it easy for our customers to be our partners in the supply chain.  Our latest software technology enables real-time inventory search and one-stop shipment tracking.  We provide unique parts, efficient kitting, a direct line feed system, AOG support, a release inspection program, and have recently launched a POLS.",Not provided,No,No,No,"At Aero Fastener, we know that timing and accuracy of fastener orders is essential to the aircraft build and repair process.  At our core, we are an experienced distributor of aircraft fasteners with a focus on service and quality.  Every day, every way, Aero Fastener makes it easy for our customers to be our partners in the supply chain.  Our latest software technology enables real-time inventory search and one-stop shipment tracking.  We provide unique parts, efficient kitting, a direct line feed system, AOG support, a release inspection program, and have recently launched a POLS.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Aero Aid Ltd,"AeroAid Ltd is a specialist provider of aftermarket aircraft seating and cabin reconfiguration solutions, with extensive experience in complete seat shipsets, aircraft interiors, and mid-life transitions.

We deliver fully integrated technical, logistical, and commercial solutions, supported by EASA & FAA Part 145 approvals, operating from a 30,000 sq. ft. temperature-controlled facility with a dedicated ATA 25 repair shop on site.",Not provided,No,No,No,"AeroAid Ltd is a specialist provider of aftermarket aircraft seating and cabin reconfiguration solutions, with extensive experience in complete seat shipsets, aircraft interiors, and mid-life transitions.

We deliver fully integrated technical, logistical, and commercial solutions, supported by EASA & FAA Part 145 approvals, operating from a 30,000 sq. ft. temperature-controlled facility with a dedicated ATA 25 repair shop on site.",,,,From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Aerofoam,"Aerofoam engineers and produces the industry’s most comfortable and lightweight seat cushions and cover systems.  In addition to cushions and covers, the design team has produced award-winning and innovative products in multiple categories.  We design and manufacture a full suite of plastic products, including turn-key back shrouds, single-leaf/bi-fold food tray tables, foam arm-caps, armrests, and other interior items. Aerofoam's revolutionary supplier capabilities allow for a seamless one-stop experience from cushion/cover systems to acoustic wall-panels
Come by and see our new innovations","Plastics, Plastic Mouldings, Seating, Fabric, Leathers",No,No,No,"Aerofoam engineers and produces the industry’s most comfortable and lightweight seat cushions and cover systems.  In addition to cushions and covers, the design team has produced award-winning and innovative products in multiple categories.  We design and manufacture a full suite of plastic products, including turn-key back shrouds, single-leaf/bi-fold food tray tables, foam arm-caps, armrests, and other interior items. Aerofoam's revolutionary supplier capabilities allow for a seamless one-stop experience from cushion/cover systems to acoustic wall-panels
Come by and see our new innovations",,,"Products: Plastics, Plastic Mouldings, Seating, Fabric, Leathers",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Aeroplay,"Aeroplay, Neutral Digital and AeroHub bring together content, technology and experience design into one integrated IFEC ecosystem. Aeroplay delivers end-to-end content, CMS and creative production. Neutral Digital specialises in CGI, immersive and interactive platforms that visualise the passenger experience. AeroHub powers next-generation wireless IFE, enabling seamless onboard engagement. Together, we help airlines present, deliver and elevate their inflight experience across every touchpoint.","Ancillary Revenue Optimisation Systems, Big Data and Analytics, E-Commerce, Hardware, Content/Software, IFEC Hardware, Connectivity/Communications",No,No,No,"Aeroplay, Neutral Digital and AeroHub bring together content, technology and experience design into one integrated IFEC ecosystem. Aeroplay delivers end-to-end content, CMS and creative production. Neutral Digital specialises in CGI, immersive and interactive platforms that visualise the passenger experience. AeroHub powers next-generation wireless IFE, enabling seamless onboard engagement. Together, we help airlines present, deliver and elevate their inflight experience across every touchpoint.",,,"Products: Ancillary Revenue Optimisation Systems, Big Data and Analytics, E-Commerce, Hardware, Content/Software, IFEC Hardware, Connectivity/Communications",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Aerospace Engineering Solutions Ltd,"Based in the UK and Spain, Aerospace Engineering Solutions is an EASA Part 21J (EASA.21J.722) and GCAA (DOA/181) approved Design Organisation. From minor engineering changes to full aircraft retrofits, we support commercial and private jets, leasing companies, and MROs worldwide. With 3000+ modifications and 70+ STCs, our expertise spans cabin interiors, aircraft transitions, exteriors, structural enhancements, avionics, and materials procurement.","Galleys & Galley Equipment, Lighting/LED, Overhead Storage, Power Supply, Repairs & Restoration, Seating, Signage & Placards, Window Shade & Blinds, BizJet Refurbishment, Certification Services",No,No,No,"Based in the UK and Spain, Aerospace Engineering Solutions is an EASA Part 21J (EASA.21J.722) and GCAA (DOA/181) approved Design Organisation. From minor engineering changes to full aircraft retrofits, we support commercial and private jets, leasing companies, and MROs worldwide. With 3000+ modifications and 70+ STCs, our expertise spans cabin interiors, aircraft transitions, exteriors, structural enhancements, avionics, and materials procurement.",,,"Products: Galleys & Galley Equipment, Lighting/LED, Overhead Storage, Power Supply, Repairs & Restoration, Seating, Signage & Placards, Window Shade & Blinds, BizJet Refurbishment, Certification Services",From uploaded AIX data only; web verification still required
https://www.aircraftinteriorsexpo.com/en-gb/exhibitor-directory.html#/,Aerotec & Concept,"AEROTEC & CONCEPT is a leading european aicraft modification solutions provider. With EASA approvals for design (DOA), production (POA), maintenance (MRO) and airworthiness management (CAMO). AEROTEC & CONCEPT is the trusted partner of airlines, helicopter, VIP and mission aircraft operators worldwide. Our skilled teams (150+ people) have developed more than 3.000 modifications over 6.000 A/C.",Not provided,No,No,No,"AEROTEC & CONCEPT is a leading european aicraft modification solutions provider. With EASA approvals for design (DOA), production (POA), maintenance (MRO) and airworthiness management (CAMO). AEROTEC & CONCEPT is the trusted partner of airlines, helicopter, VIP and mission aircraft operators worldwide. Our skilled teams (150+ people) have developed more than 3.000 modifications over 6.000 A/C.",,,,From uploaded AIX data only; web verification still required
